corp_code,corp_name,stock_code,modify_date,done_YN
127167,삼영무역,2810,20240531,N
145862,인천도시가스,34590,20240530,N
169048,HLB글로벌,3580,20240529,N
156859,다올투자증권,30210,20240524,N
126380,삼성전자,5930,20240522,N
119672,두올,16740,20240520,N
157681,롯데정밀화학,4000,20240520,N
936787,애경케미칼,161000,20240517,N
161426,한미사이언스,8930,20240516,N
138242,KG모빌리티,3620,20240514,N
1722437,한화갤러리아,452260,20240514,N
217947,신세계건설,34300,20240510,N
350312,HDC랩스,39570,20240509,N
1194689,HD현대마린솔루션,443060,20240508,N
102858,고려아연,10130,20240507,N
241005,코오롱ENP,138490,20240507,N
753643,주성코퍼레이션,109070,20240503,N
127158,씨아이테크,4920,20240503,N
203290,콜마홀딩스,24720,20240503,N
103510,인지컨트롤스,23800,20240502,N
114792,동국홀딩스,1230,20240502,N
159810,카프로,6380,20240502,N
983040,한진칼,180640,20240502,N
148896,OCI홀딩스,10060,20240502,N
104519,국보,1140,20240429,N
1159233,솔루엠,248070,20240426,N
172185,남성,4270,20240426,N
145446,이건산업,8250,20240426,N
154329,TP,7980,20240422,N
125150,SGC에너지,5090,20240422,N
198697,일진디스플,20760,20240418,N
159193,한국전력공사,15760,20240416,N
126308,삼성E&A,28050,20240416,N
164609,HD현대미포,10620,20240415,N
132211,SUN&L,2820,20240412,N
1817081,SK이터닉스,475150,20240411,N
652423,인바이오젠,101140,20240411,N
1276594,신한알파리츠,293940,20240408,N
1436558,신한서부티엔디리츠,404990,20240408,N
113207,대한전선,1440,20240404,N
136776,제이준코스메틱,25620,20240403,N
141273,웰바이오텍,10600,20240402,N
153339,태경산업,15890,20240402,N
145190,유화증권,3460,20240402,N
186559,콤텍시스템,31820,20240402,N
114765,케이비아이동국실업,1620,20240402,N
458234,아시아나IDT,267850,20240401,N
651901,에어부산,298690,20240401,N
661847,화인베스틸,133820,20240401,N
1428203,케이씨씨글라스,344820,20240401,N
520887,비상교육,100220,20240401,N
103006,고려제강,2240,20240401,N
117601,유안타증권,3470,20240401,N
113614,대현,16090,20240401,N
589127,KEC,92220,20240401,N
628189,웅진씽크빅,95720,20240401,N
633835,HJ중공업,97230,20240401,N
113544,대한화섬,3830,20240401,N
103176,흥국화재,540,20240401,N
159573,한국주철관공업,970,20240401,N
131939,선도전기,7610,20240401,N
153393,태광산업,3240,20240401,N
146296,일신석재,7110,20240401,N
1026157,쏘카,403550,20240401,N
162063,한신공영,4960,20240401,N
164830,HD한국조선해양,9540,20240401,N
118044,동원수산,30720,20240401,N
305668,새론오토모티브,75180,20240401,N
120030,GS건설,6360,20240401,N
1436628,이지스레지던스리츠,350520,20240401,N
244455,케이티앤지,33780,20240329,N
390055,종근당바이오,63160,20240329,N
427483,대웅제약,69620,20240329,N
103662,광명전기,17040,20240329,N
112332,미래에셋생명,85620,20240329,N
135111,수산중공업,17550,20240329,N
135795,신도리코,29530,20240329,N
453284,교촌에프앤비,339770,20240329,N
149354,종근당홀딩스,1630,20240329,N
152862,코오롱,2020,20240329,N
153861,태영건설,9410,20240329,N
372882,KTcs,58850,20240329,N
1105153,두산로보틱스,454910,20240329,N
631518,SK이노베이션,96770,20240329,N
684802,에이플러스에셋,244920,20240329,N
872984,이마트,139480,20240329,N
878915,DGB금융지주,139130,20240329,N
904672,넷마블,251270,20240329,N
1009789,코스맥스,192820,20240329,N
1310269,HDC현대산업개발,294870,20240329,N
1412822,솔루스첨단소재,336370,20240329,N
203315,콘텐트리중앙,36420,20240329,N
540641,동양고속,84670,20240329,N
258801,카카오,35720,20240329,N
261443,엔씨소프트,36570,20240329,N
349097,케이티스카이라이프,53210,20240329,N
357360,한세엠케이,69640,20240329,N
144720,와이투솔루션,11690,20240328,N
632304,JW홀딩스,96760,20240328,N
150828,진흥기업,2780,20240328,N
120182,NH투자증권,5940,20240328,N
161383,한미반도체,42700,20240328,N
164779,SK하이닉스,660,20240328,N
1412725,두산퓨얼셀,336260,20240328,N
181712,SK,34730,20240328,N
171636,한솔홀딩스,4150,20240328,N
422895,세이브존I&C,67830,20240327,N
1390344,HD현대중공업,329180,20240327,N
146232,일성건설,13360,20240327,N
124090,한국특강,7280,20240327,N
124197,세아제강지주,3030,20240327,N
140131,키다리스튜디오,20120,20240327,N
362441,현대오토에버,307950,20240327,N
362238,휴비스,79980,20240327,N
165413,롯데케미칼,11170,20240327,N
1515323,LG에너지솔루션,373220,20240326,N
1316245,효성중공업,298040,20240326,N
503668,LIG넥스원,79550,20240326,N
111847,대원강업,430,20240326,N
155276,포스코퓨처엠,3670,20240326,N
113410,CJ대한통운,120,20240326,N
131850,SK증권,1510,20240326,N
155258,포스코스틸리온,58430,20240326,N
107987,남해화학,25860,20240325,N
105873,LG디스플레이,34220,20240325,N
126779,삼아알미늄,6110,20240325,N
138516,아남전자,8700,20240325,N
191472,KPX케미칼,25000,20240325,N
126256,삼성생명,32830,20240322,N
105855,엘에스일렉트릭,10120,20240322,N
105961,LG이노텍,11070,20240322,N
104856,삼성증권,16360,20240322,N
155319,POSCO홀딩스,5490,20240322,N
534598,한컴라이프케어,372910,20240322,N
525934,LX세미콘,108320,20240322,N
126478,삼성중공업,10140,20240322,N
166519,화천기공,850,20240322,N
158501,에스원,12750,20240322,N
508274,일진다이아,81000,20240322,N
141875,사조오양,6090,20240322,N
140177,GS리테일,7070,20240322,N
137997,현대차증권,1500,20240322,N
136378,신세계,4170,20240322,N
139214,삼성화재해상보험,810,20240321,N
166500,화천기계,10660,20240321,N
787376,대성에너지,117580,20240321,N
105280,현대지에프홀딩스,5440,20240321,N
124780,사조씨푸드,14710,20240321,N
1712485,코오롱모빌리티그룹,450140,20240318,N
149655,삼성물산,28260,20240318,N
1325979,세아제강,306200,20240315,N
361008,한화엔진,82740,20240315,N
595191,후성,93370,20240314,N
266961,NAVER,35420,20240311,N
159971,KC그린홀딩스,9440,20240308,N
117267,동양생명,82640,20240304,N
109824,대림통상,6570,20240228,N
127802,삼익THK,4380,20240228,N
104786,미래아이앤지,7120,20240228,N
149239,조일알미늄,18470,20240227,N
108746,KIB플러그에너지,15590,20240227,N
160302,코스모화학,5420,20240227,N
101433,경농,2100,20240226,N
132725,성보화학,3080,20240222,N
138057,써니전자,4770,20240222,N
136271,신성이엔지,11930,20240222,N
114154,덕양산업,24900,20240221,N
181943,에스제이엠홀딩스,25530,20240221,N
195229,휠라홀딩스,81660,20240216,N
118026,동원산업,6040,20240214,N
428251,현대백화점,69960,20240208,N
122472,백광산업,1340,20240208,N
412597,현대홈쇼핑,57050,20240207,N
403632,현대퓨처넷,126560,20240206,N
1205709,HD현대,267250,20240130,N
398701,엘앤에프,66970,20240129,N
133991,세아특수강,19440,20240124,N
140779,영보화학,14440,20240123,N
1475609,디앤디플랫폼리츠,377190,20240122,N
1093007,LS에코에너지,229640,20240117,N
190321,케이티,30200,20240111,N
1760738,OCI,456040,20240110,N
360595,현대글로비스,86280,20240108,N
129420,까뮤이앤씨,13700,20240105,N
583424,아모레퍼시픽,90430,20240102,N
158316,NICE,34310,20240102,N
155212,포스코DX,22100,20240102,N
145880,현대제철,4020,20231229,N
148832,제주은행,6220,20231228,N
469799,이엔플러스,74610,20231228,N
159740,KISCO홀딩스,1940,20231226,N
108612,DS단석,17860,20231222,N
106313,금호건설,2990,20231219,N
401731,LG전자,66570,20231218,N
147860,에스엠벡셀,10580,20231211,N
111722,미래에셋증권,6800,20231207,N
255619,강원랜드,35250,20231206,N
129235,삼화왕관,4450,20231205,N
139454,애경산업,18250,20231204,N
681142,쌍방울,102280,20231201,N
128227,삼정펄프,9770,20231130,N
130772,SBS,34120,20231128,N
1669226,한화리츠,451800,20231127,N
367710,동인기연,111380,20231121,N
688996,KB금융,105560,20231121,N
1311408,에코프로머티,450080,20231117,N
160232,KSS해운,44450,20231116,N
450010,씨티알모빌리티,308170,20231116,N
120076,LX인터내셔널,1120,20231115,N
135962,신라교역,4970,20231114,N
1323032,케이카,381970,20231114,N
145437,아센디오,12170,20231113,N
193009,KH 필룩스,33180,20231108,N
176914,다우기술,23590,20231106,N
1263022,BGF리테일,282330,20231103,N
1199550,HD현대에너지솔루션,322000,20231101,N
347734,진양화학,51630,20231101,N
132637,동원시스템즈,14820,20231101,N
480950,이아이디,93230,20231031,N
760971,크래프톤,259960,20231027,N
120571,롯데칠성음료,5300,20231024,N
154426,아이에이치큐,3560,20231024,N
828789,대성산업,128820,20231020,N
220613,넥스틸,92790,20231018,N
161693,한샘,9240,20231017,N
167208,흥아해운,3280,20231010,N
125576,체시스,33250,20231004,N
409672,티비에이치글로벌,84870,20230922,N
547583,하나금융지주,86790,20230922,N
151863,청호ICT,12600,20230921,N
1430475,코람코라이프인프라리츠,357120,20230920,N
204208,마니커,27740,20230915,N
1770203,조선내화,462520,20230912,N
152385,에이프로젠,7460,20230828,N
123143,보령,3850,20230814,N
161125,한온시스템,18880,20230811,N
194947,한전산업,130660,20230811,N
911955,잇츠한불,226320,20230811,N
122579,BYC,1460,20230810,N
158325,NICE평가정보,30190,20230808,N
145598,이연제약,102460,20230802,N
796994,조선선재,120030,20230727,N
426086,티케이지휴켐스,69260,20230726,N
1622720,KB스타리츠,432320,20230726,N
148610,한화투자증권,3530,20230725,N
1765256,동국씨엠,460850,20230718,N
197759,미래산업,25560,20230714,N
400857,에이블씨엔씨,78520,20230714,N
155531,풍산홀딩스,5810,20230711,N
1762569,이수스페셜티케미컬,457190,20230704,N
125521,에스엘,5850,20230704,N
1363818,롯데리츠,330590,20230704,N
1702017,유니드비티플러스,446070,20230703,N
106119,금양,1570,20230621,N
108940,대성홀딩스,16710,20230621,N
447609,비에이치,90460,20230620,N
219574,코스맥스비티아이,44820,20230619,N
115676,KG스틸,16380,20230605,N
126201,삼성공조,6660,20230526,N
145552,이수화학,5950,20230525,N
141626,오리엔트바이오,2630,20230524,N
1205842,HD현대건설기계,267270,20230518,N
646732,진양홀딩스,100250,20230516,N
138279,S-Oil,10950,20230510,N
160418,한국무브넥스,10100,20230510,N
353878,다스코,58730,20230508,N
109693,DL,210,20230502,N
1205851,HD현대일렉트릭,267260,20230428,N
163512,한진,2320,20230427,N
180795,인팩,23810,20230427,N
907013,한국ANKOR유전,152550,20230427,N
960641,한국패러랠,168490,20230427,N
1721809,현대그린푸드,453340,20230427,N
344287,HD현대인프라코어,42670,20230426,N
146542,일정실업,8500,20230424,N
127255,삼영,3720,20230424,N
480367,SK오션플랜트,100090,20230419,N
1010110,더블유게임즈,192080,20230418,N
116949,DN오토모티브,7340,20230412,N
269241,주연테크,44380,20230412,N
115694,DB금융투자,16610,20230406,N
138792,아시아나항공,20560,20230403,N
141477,영흥,12160,20230403,N
134565,이스타코,15020,20230403,N
671376,티웨이항공,91810,20230403,N
118451,동일제강,2690,20230403,N
113225,대한제강,84010,20230403,N
107613,이수페타시스,7660,20230403,N
248974,하나제약,293480,20230403,N
193328,수산인더스트리,126720,20230403,N
706715,미원홀딩스,107590,20230331,N
113997,롯데에너지머티리얼즈,20150,20230331,N
480455,STX엔진,77970,20230331,N
173078,명신산업,9900,20230330,N
365387,AJ네트웍스,95570,20230330,N
155124,평화홀딩스,10770,20230330,N
160843,DB하이텍,990,20230330,N
459871,농심홀딩스,72710,20230330,N
106669,세아베스틸지주,1430,20230330,N
152729,광전자,17900,20230330,N
861076,케이탑리츠,145270,20230330,N
573579,평화산업,90080,20230330,N
299002,HL홀딩스,60980,20230329,N
356370,LG생활건강,51900,20230329,N
377610,세아홀딩스,58650,20230329,N
121932,미원상사,2840,20230329,N
795135,코오롱인더,120110,20230329,N
219486,신세계I&C,35510,20230329,N
878696,에스케이바이오팜,326030,20230329,N
1267170,SK케미칼,285130,20230329,N
122694,범양건영,2410,20230328,N
544452,이리츠코크렙,88260,20230328,N
1386916,SK아이이테크놀로지,361610,20230328,N
114552,도화엔지니어링,2150,20230327,N
116301,NI스틸,8260,20230327,N
1350869,우리금융지주,316140,20230327,N
142865,WISCOM,24070,20230327,N
1042775,HL만도,204320,20230327,N
143651,웅진,16880,20230327,N
852087,시디즈,134790,20230327,N
121570,문배철강,8420,20230327,N
172228,엔케이,85310,20230327,N
117179,디와이,13570,20230327,N
759513,LX하우시스,108670,20230327,N
972503,일진하이솔루스,271940,20230324,N
234412,신세계인터내셔날,31430,20230324,N
767460,PI첨단소재,178920,20230324,N
118266,DRB동일,4840,20230324,N
104768,가온전선,500,20230324,N
382199,신한지주,55550,20230324,N
545716,롯데렌탈,89860,20230324,N
1060814,삼양패키징,272550,20230323,N
135917,한화손해보험,370,20230323,N
156691,한국공항,5430,20230323,N
191588,삼원강재,23000,20230323,N
115612,동부건설,5960,20230323,N
855163,미원화학,134380,20230322,N
858364,BNK금융지주,138930,20230320,N
154462,아모레퍼시픽그룹,2790,20230320,N
159786,유니드,14830,20230317,N
133858,세방전지,4490,20230317,N
160375,진양폴리우레탄,10640,20230315,N
134477,SNT다이내믹스,3570,20230315,N
124540,대우건설,47040,20230313,N
309503,한국항공우주,47810,20230309,N
102113,경인양행,12610,20230227,N
564562,엠씨넥스,97520,20230227,N
508344,SK디앤디,210980,20230224,N
110608,DSR,155660,20230223,N
776820,영원무역,111770,20230223,N
140964,영원무역홀딩스,9970,20230223,N
163673,한진중공업홀딩스,3480,20230223,N
156488,휴스틸,5010,20230223,N
161860,한성기업,3680,20230223,N
119140,핸즈코퍼레이션,143210,20230223,N
136624,신영와코루,5800,20230223,N
369833,유니온머티리얼,47400,20230223,N
815369,에스제이엠,123700,20230223,N
939687,동일고무벨트,163560,20230223,N
413523,한미글로벌,53690,20230223,N
156354,지엠비코리아,13870,20230223,N
225159,SNT홀딩스,36530,20230222,N
226316,호전실업,111110,20230222,N
160205,한국내화,10040,20230222,N
112679,대창단조,15230,20230222,N
1391033,NH프라임리츠,338100,20230222,N
136402,신송홀딩스,6880,20230222,N
129989,코스모신소재,5070,20230222,N
121543,무학,33920,20230222,N
220561,광주신세계,37710,20230221,N
125743,현대비앤지스틸,4560,20230221,N
124027,부산산업,11390,20230221,N
117726,동양피스톤,92780,20230221,N
109718,사조대림,3960,20230221,N
130091,샘표,7540,20230221,N
145464,이구산업,25820,20230221,N
122481,태경비케이,14580,20230221,N
136864,신원,9270,20230221,N
165343,혜인,3010,20230221,N
332927,제이에스코퍼레이션,194370,20230220,N
101220,KG케미칼,1390,20230220,N
121288,모나미,5360,20230220,N
1316236,효성화학,298000,20230220,N
152686,코리아써키트,7810,20230220,N
540605,이월드,84680,20230220,N
1568413,F&F,383220,20230220,N
249247,YG PLUS,37270,20230220,N
127042,삼양통상,2170,20230220,N
117300,TCC스틸,2710,20230220,N
117629,동양철관,8970,20230220,N
108135,녹십자홀딩스,5250,20230220,N
157070,한국단자공업,25540,20230217,N
679314,동성케미컬,102260,20230217,N
203582,한솔홈데코,25750,20230217,N
159023,SK텔레콤,17670,20230217,N
1562589,LX홀딩스,383800,20230217,N
1261893,케이씨텍,281820,20230217,N
144395,동서,26960,20230217,N
126487,F&F 홀딩스,7700,20230217,N
143527,경동인베스트,12320,20230216,N
117577,오리온홀딩스,1800,20230216,N
415628,세진중공업,75580,20230216,N
164812,현대코퍼레이션,11760,20230216,N
166315,화신,10690,20230216,N
129271,삼화전기,9470,20230216,N
148522,퍼스텍,10820,20230216,N
109189,대덕,8060,20230216,N
112165,디아이씨,92200,20230216,N
1478712,대덕전자,353200,20230216,N
222532,LG헬로비전,37560,20230216,N
1316227,효성티앤씨,298020,20230216,N
1497869,티와이홀딩스,363280,20230216,N
1032413,해성디에스,195870,20230216,N
149804,대유에이텍,2880,20230216,N
153126,크라운해태홀딩스,5740,20230215,N
174004,유성기업,2920,20230215,N
683469,일진전기,103590,20230215,N
118345,디아이동일,1530,20230215,N
367844,자이에스앤디,317400,20230215,N
1208885,경동도시가스,267290,20230215,N
134963,송원산업,4430,20230215,N
1128613,화승엔터프라이즈,241590,20230214,N
166227,화승인더스트리,6060,20230214,N
117212,두산,150,20230214,N
100939,강남제비스코,860,20230214,N
133812,세방,4360,20230214,N
143262,우진아이엔에스,10400,20230210,N
158112,한국수출포장공업,2200,20230210,N
145109,유한양행,100,20230208,N
159218,한전KPS,51600,20230207,N
159209,한전기술,52690,20230206,N
148276,제일기획,30000,20230206,N
357935,HDC현대EP,89470,20230203,N
110893,대신증권,3540,20230131,N
105299,금강공업,14280,20230131,N
137809,SHD,1770,20230130,N
416654,유엔젤,72130,20230130,N
1437292,미래에셋맵스리츠,357250,20230120,N
1437186,ESR켄달스퀘어리츠,365550,20230119,N
1180118,코람코더원리츠,417310,20230119,N
132804,성신양회,4980,20230116,N
980122,JB금융지주,175330,20230113,N
261285,한국가스공사,36460,20230113,N
162993,한일홀딩스,3300,20230112,N
159616,두산에너빌리티,34020,20230111,N
125080,AK홀딩스,6840,20230111,N
1576102,미래에셋글로벌리츠,396690,20230110,N
159102,DB손해보험,5830,20230110,N
164724,현대엘리베이터,17800,20230110,N
131054,유진증권,1200,20230110,N
138260,SIMPAC,9160,20230109,N
126362,삼성SDI,6400,20230109,N
164478,현대건설,720,20230109,N
106641,기아,270,20230109,N
152880,코오롱글로벌,3070,20230109,N
123541,보해양조,890,20230109,N
148540,CJ,1040,20230109,N
854997,에스디바이오센서,137310,20230109,N
126937,삼양홀딩스,70,20230109,N
117188,효성,4800,20230109,N
303873,CJ CGV,79160,20230109,N
126566,한화에어로스페이스,12450,20230109,N
120562,롯데지주,4990,20230109,N
120526,롯데쇼핑,23530,20230109,N
105952,LS,6260,20230106,N
356361,LG화학,51910,20230106,N
113191,코리안리,3690,20230106,N
128555,삼천리,4690,20230106,N
159698,지역난방공사,71320,20230106,N
164973,현대해상,1450,20230105,N
165583,E1,17940,20230105,N
860332,메리츠금융지주,138040,20230105,N
126292,삼성카드,29780,20230105,N
144164,SK가스,18670,20230104,N
302926,현대로템,64350,20230104,N
106368,금호석유화학,11780,20230104,N
188089,한섬,20000,20230103,N
164742,현대자동차,5380,20230103,N
170558,코웨이,21240,20230103,N
269940,하나투어,39130,20230103,N
148993,하이트진로홀딩스,140,20230102,N
160047,한국앤컴퍼니,240,20230102,N
141307,영풍,670,20230102,N
113359,교보증권,30610,20230102,N
684714,풍산,103140,20230102,N
126371,삼성전기,9150,20230102,N
565154,이노션,214320,20230102,N
133335,성창기업지주,180,20221229,N
1032486,두산밥캣,241560,20221229,N
113562,롯데손해보험,400,20221229,N
148948,조비,1550,20221229,N
115065,동남합성,23450,20221229,N
113526,대한항공,3490,20221229,N
1133217,카카오뱅크,323410,20221228,N
106623,현대위아,11210,20221228,N
432102,한국금융지주,71050,20221228,N
150244,하이트진로,80,20221228,N
555874,제주항공,89590,20221227,N
164645,HMM,11200,20221227,N
1244601,카카오페이,377300,20221227,N
404701,한국자산신탁,123890,20221227,N
500254,GS,78930,20221227,N
172291,더존비즈온,12510,20221223,N
622787,바이오노트,377740,20221222,N
138729,아세아제지,2310,20221221,N
120021,LG,3550,20221220,N
939331,한국콜마,161890,20221220,N
1535150,SK리츠,395400,20221220,N
435312,하이스틸,71090,20221219,N
260383,대한유화,6650,20221215,N
172936,동일산업,4890,20221215,N
163345,DB,12030,20221214,N
146861,자화전자,33240,20221214,N
153755,태양금속공업,4100,20221214,N
112022,대원화성,24890,20221214,N
1059605,디와이파워,210540,20221213,N
124151,부산주공,5030,20221213,N
231363,LG유플러스,32640,20221213,N
414601,유니퀘스트,77500,20221212,N
161976,한세예스24홀딩스,16450,20221212,N
177199,디씨엠,24090,20221212,N
983271,엔에이치엔,181710,20221212,N
136457,SH에너지화학,2360,20221212,N
990165,아세아시멘트,183190,20221209,N
124799,사조산업,7160,20221209,N
122737,팬오션,28670,20221209,N
131692,서흥,8490,20221209,N
133511,SG세계물산,4060,20221209,N
593032,LF,93050,20221209,N
816544,토니모리,214420,20221209,N
106881,인디에프,14990,20221209,N
165680,호텔신라,8770,20221209,N
159500,한국종합기술,23350,20221209,N
138701,아세아,2030,20221209,N
143314,에이엔피,15260,20221209,N
154055,태원물산,1420,20221209,N
173102,모나리자,12690,20221208,N
109161,태경케미컬,6890,20221208,N
1108099,현대코퍼레이션홀딩스,227840,20221208,N
101628,경방,50,20221208,N
219097,BGF,27410,20221208,N
113508,노루홀딩스,320,20221208,N
149026,CS홀딩스,590,20221208,N
148920,조광페인트,4910,20221208,N
107677,비비안,2070,20221207,N
231372,롯데관광개발,32350,20221207,N
161709,퍼시스,16800,20221207,N
147222,전방,950,20221207,N
127200,삼영전자공업,5680,20221206,N
1319808,한일시멘트,300720,20221206,N
159795,한국카본,17960,20221206,N
138297,STX,11810,20221206,N
539274,대상홀딩스,84690,20221206,N
557508,GKL,114090,20221206,N
160621,한국화장품제조,3350,20221206,N
233653,한국토지신탁,34830,20221206,N
653024,진에어,272450,20221205,N
118275,디아이,3160,20221205,N
151395,천일고속,650,20221205,N
122898,벽산,7210,20221205,N
141413,영화금속,12280,20221205,N
130684,서울도시가스,17390,20221205,N
423690,삼성출판사,68290,20221205,N
146269,일신방직,3200,20221202,N
122551,백산,35150,20221202,N
101488,경동나비엔,9450,20221202,N
158149,한국쉘석유,2960,20221202,N
142883,우신시스템,17370,20221202,N
173795,신흥,4080,20221202,N
163196,한일철강,2220,20221202,N
102140,경인전자,9140,20221202,N
151298,DSR제강,69730,20221202,N
123781,부국철강,26940,20221201,N
454946,그린케미칼,83420,20221201,N
105101,예스코홀딩스,15360,20221201,N
105606,금호에이치티,214330,20221201,N
